OrderID;ProductID;CustomerID;StoreID;Quantity;OrderDate;IMPORT COLUMN
873;96;45;2;4;2020-11-04;(873, 96, 45, 2, 4, '2020-11-04'),
874;11;1;2;25;2021-01-29;(874, 11, 1, 2, 25, '2021-01-29'),
875;66;34;2;30;2020-02-23;(875, 66, 34, 2, 30, '2020-02-23'),
876;51;15;2;4;2019-09-02;(876, 51, 15, 2, 4, '2019-09-02'),
877;35;3;1;20;2022-07-13;(877, 35, 3, 1, 20, '2022-07-13'),
878;13;50;2;22;2019-10-05;(878, 13, 50, 2, 22, '2019-10-05'),
879;55;41;2;1;2021-03-20;(879, 55, 41, 2, 1, '2021-03-20'),
880;87;3;2;22;2022-11-19;(880, 87, 3, 2, 22, '2022-11-19'),
881;48;30;3;2;2019-12-22;(881, 48, 30, 3, 2, '2019-12-22'),
882;91;3;2;27;2020-07-09;(882, 91, 3, 2, 27, '2020-07-09'),
883;30;45;1;27;2020-06-30;(883, 30, 45, 1, 27, '2020-06-30'),
884;72;44;3;25;2020-08-19;(884, 72, 44, 3, 25, '2020-08-19'),
885;6;27;2;5;2022-01-03;(885, 6, 27, 2, 5, '2022-01-03'),
886;79;31;3;29;2021-12-18;(886, 79, 31, 3, 29, '2021-12-18'),
887;8;11;3;25;2019-09-17;(887, 8, 11, 3, 25, '2019-09-17'),
888;15;19;3;22;2020-11-18;(888, 15, 19, 3, 22, '2020-11-18'),
889;68;20;2;5;2019-11-01;(889, 68, 20, 2, 5, '2019-11-01'),
890;58;24;2;8;2019-02-20;(890, 58, 24, 2, 8, '2019-02-20'),
891;85;16;2;6;2020-11-12;(891, 85, 16, 2, 6, '2020-11-12'),
892;80;16;3;27;2022-06-24;(892, 80, 16, 3, 27, '2022-06-24'),
893;23;14;3;6;2022-11-03;(893, 23, 14, 3, 6, '2022-11-03'),
894;93;33;1;1;2022-08-03;(894, 93, 33, 1, 1, '2022-08-03'),
895;28;2;3;10;2022-08-28;(895, 28, 2, 3, 10, '2022-08-28'),
896;49;9;2;10;2022-04-07;(896, 49, 9, 2, 10, '2022-04-07'),
897;75;34;2;14;2022-02-08;(897, 75, 34, 2, 14, '2022-02-08'),
898;65;31;3;1;2021-06-18;(898, 65, 31, 3, 1, '2021-06-18'),
899;89;45;2;17;2021-05-24;(899, 89, 45, 2, 17, '2021-05-24'),
900;12;45;3;20;2020-05-05;(900, 12, 45, 3, 20, '2020-05-05'),
901;77;2;1;25;2021-10-26;(901, 77, 2, 1, 25, '2021-10-26'),
902;5;44;3;12;2021-05-31;(902, 5, 44, 3, 12, '2021-05-31'),
903;72;44;3;7;2020-01-09;(903, 72, 44, 3, 7, '2020-01-09'),
904;74;32;1;24;2019-07-20;(904, 74, 32, 1, 24, '2019-07-20'),
905;69;43;2;30;2021-06-29;(905, 69, 43, 2, 30, '2021-06-29'),
906;72;11;3;13;2019-02-21;(906, 72, 11, 3, 13, '2019-02-21'),
907;56;4;1;12;2022-08-04;(907, 56, 4, 1, 12, '2022-08-04'),
908;96;46;1;3;2021-04-07;(908, 96, 46, 1, 3, '2021-04-07'),
909;74;29;3;29;2022-04-16;(909, 74, 29, 3, 29, '2022-04-16'),
910;45;18;2;3;2021-03-16;(910, 45, 18, 2, 3, '2021-03-16'),
911;22;10;2;6;2019-07-03;(911, 22, 10, 2, 6, '2019-07-03'),
912;4;6;3;17;2020-02-29;(912, 4, 6, 3, 17, '2020-02-29'),
913;36;48;3;21;2021-03-10;(913, 36, 48, 3, 21, '2021-03-10'),
914;98;48;2;22;2021-11-07;(914, 98, 48, 2, 22, '2021-11-07'),
915;4;4;3;21;2022-10-31;(915, 4, 4, 3, 21, '2022-10-31'),
916;42;50;3;5;2022-02-15;(916, 42, 50, 3, 5, '2022-02-15'),
917;34;4;1;12;2020-04-13;(917, 34, 4, 1, 12, '2020-04-13'),
918;92;7;2;15;2022-11-01;(918, 92, 7, 2, 15, '2022-11-01'),
919;7;29;2;8;2020-12-17;(919, 7, 29, 2, 8, '2020-12-17'),
920;21;38;2;21;2020-12-02;(920, 21, 38, 2, 21, '2020-12-02'),
921;45;47;1;9;2020-07-21;(921, 45, 47, 1, 9, '2020-07-21'),
922;68;8;1;26;2020-02-25;(922, 68, 8, 1, 26, '2020-02-25'),
923;11;23;2;23;2022-06-16;(923, 11, 23, 2, 23, '2022-06-16'),
924;36;26;1;22;2020-08-07;(924, 36, 26, 1, 22, '2020-08-07'),
925;70;49;1;23;2019-12-29;(925, 70, 49, 1, 23, '2019-12-29'),
926;95;50;2;3;2022-08-14;(926, 95, 50, 2, 3, '2022-08-14'),
927;64;15;3;3;2022-04-30;(927, 64, 15, 3, 3, '2022-04-30'),
928;41;40;2;8;2019-08-27;(928, 41, 40, 2, 8, '2019-08-27'),
929;75;10;3;29;2022-03-06;(929, 75, 10, 3, 29, '2022-03-06'),
930;31;36;3;14;2019-01-06;(930, 31, 36, 3, 14, '2019-01-06'),
931;77;27;2;1;2022-03-18;(931, 77, 27, 2, 1, '2022-03-18'),
932;94;3;2;22;2019-02-28;(932, 94, 3, 2, 22, '2019-02-28'),
933;35;4;1;4;2021-08-16;(933, 35, 4, 1, 4, '2021-08-16'),
934;81;43;3;28;2021-12-07;(934, 81, 43, 3, 28, '2021-12-07'),
935;90;32;3;11;2022-05-30;(935, 90, 32, 3, 11, '2022-05-30'),
936;14;21;3;27;2021-11-16;(936, 14, 21, 3, 27, '2021-11-16'),
937;63;3;1;22;2019-09-14;(937, 63, 3, 1, 22, '2019-09-14'),
938;92;14;3;27;2021-04-14;(938, 92, 14, 3, 27, '2021-04-14'),
939;32;34;3;22;2021-04-20;(939, 32, 34, 3, 22, '2021-04-20'),
940;44;3;1;14;2019-11-09;(940, 44, 3, 1, 14, '2019-11-09'),
941;67;22;2;4;2021-03-02;(941, 67, 22, 2, 4, '2021-03-02'),
942;1;35;1;14;2020-08-17;(942, 1, 35, 1, 14, '2020-08-17'),
943;38;36;2;27;2020-09-02;(943, 38, 36, 2, 27, '2020-09-02'),
944;25;23;2;9;2020-04-22;(944, 25, 23, 2, 9, '2020-04-22'),
945;77;3;2;11;2019-10-15;(945, 77, 3, 2, 11, '2019-10-15'),
946;42;4;3;25;2020-11-09;(946, 42, 4, 3, 25, '2020-11-09'),
947;13;19;2;21;2022-08-19;(947, 13, 19, 2, 21, '2022-08-19'),
948;75;7;1;29;2020-12-15;(948, 75, 7, 1, 29, '2020-12-15'),
949;98;12;1;1;2019-04-06;(949, 98, 12, 1, 1, '2019-04-06'),
950;66;3;2;21;2020-09-04;(950, 66, 3, 2, 21, '2020-09-04'),
951;17;43;1;22;2021-03-05;(951, 17, 43, 1, 22, '2021-03-05'),
952;67;8;1;5;2022-07-19;(952, 67, 8, 1, 5, '2022-07-19'),
953;23;13;1;6;2020-09-22;(953, 23, 13, 1, 6, '2020-09-22'),
954;3;4;1;21;2021-05-03;(954, 3, 4, 1, 21, '2021-05-03'),
955;7;37;1;7;2022-02-19;(955, 7, 37, 1, 7, '2022-02-19'),
956;57;26;1;17;2021-12-03;(956, 57, 26, 1, 17, '2021-12-03'),
957;69;22;1;29;2022-11-17;(957, 69, 22, 1, 29, '2022-11-17'),
958;88;15;2;28;2022-07-18;(958, 88, 15, 2, 28, '2022-07-18'),
959;21;6;1;24;2021-04-17;(959, 21, 6, 1, 24, '2021-04-17'),
960;17;13;2;3;2019-07-25;(960, 17, 13, 2, 3, '2019-07-25'),
961;21;37;1;28;2021-08-06;(961, 21, 37, 1, 28, '2021-08-06'),
962;94;10;1;30;2020-03-20;(962, 94, 10, 1, 30, '2020-03-20'),
963;51;38;3;27;2022-02-22;(963, 51, 38, 3, 27, '2022-02-22'),
964;46;38;3;27;2022-02-01;(964, 46, 38, 3, 27, '2022-02-01'),
965;47;45;2;25;2021-12-31;(965, 47, 45, 2, 25, '2021-12-31'),
966;8;8;3;26;2019-11-29;(966, 8, 8, 3, 26, '2019-11-29'),
967;95;7;2;2;2020-05-10;(967, 95, 7, 2, 2, '2020-05-10'),
968;60;20;1;27;2022-05-23;(968, 60, 20, 1, 27, '2022-05-23'),
969;81;4;2;25;2020-03-18;(969, 81, 4, 2, 25, '2020-03-18'),
970;39;29;1;5;2022-11-10;(970, 39, 29, 1, 5, '2022-11-10'),
971;36;44;1;16;2022-08-24;(971, 36, 44, 1, 16, '2022-08-24'),
972;57;49;1;5;2021-01-21;(972, 57, 49, 1, 5, '2021-01-21'),
973;55;32;1;23;2022-09-22;(973, 55, 32, 1, 23, '2022-09-22'),
974;15;6;3;2;2021-04-26;(974, 15, 6, 3, 2, '2021-04-26'),
975;63;13;1;30;2021-12-06;(975, 63, 13, 1, 30, '2021-12-06'),
976;59;43;2;9;2019-12-22;(976, 59, 43, 2, 9, '2019-12-22'),
977;87;6;3;5;2020-01-25;(977, 87, 6, 3, 5, '2020-01-25'),
978;17;36;1;15;2020-12-04;(978, 17, 36, 1, 15, '2020-12-04'),
979;50;1;2;15;2022-10-20;(979, 50, 1, 2, 15, '2022-10-20'),
980;89;40;3;26;2022-02-22;(980, 89, 40, 3, 26, '2022-02-22'),
981;26;22;1;19;2022-03-20;(981, 26, 22, 1, 19, '2022-03-20'),
982;30;20;3;26;2019-08-17;(982, 30, 20, 3, 26, '2019-08-17'),
983;59;42;3;26;2019-06-23;(983, 59, 42, 3, 26, '2019-06-23'),
984;31;39;1;26;2021-11-10;(984, 31, 39, 1, 26, '2021-11-10'),
985;51;32;1;7;2020-04-28;(985, 51, 32, 1, 7, '2020-04-28'),
986;57;25;2;23;2022-06-05;(986, 57, 25, 2, 23, '2022-06-05'),
987;39;26;1;20;2021-12-08;(987, 39, 26, 1, 20, '2021-12-08'),
988;56;11;2;5;2019-05-29;(988, 56, 11, 2, 5, '2019-05-29'),
989;13;42;1;13;2020-12-03;(989, 13, 42, 1, 13, '2020-12-03'),
990;32;15;3;12;2019-12-03;(990, 32, 15, 3, 12, '2019-12-03'),
991;20;38;2;14;2021-09-30;(991, 20, 38, 2, 14, '2021-09-30'),
992;6;28;1;25;2020-06-20;(992, 6, 28, 1, 25, '2020-06-20'),
993;40;47;1;4;2019-06-18;(993, 40, 47, 1, 4, '2019-06-18'),
994;3;10;3;4;2020-03-04;(994, 3, 10, 3, 4, '2020-03-04'),
995;3;19;3;13;2022-07-01;(995, 3, 19, 3, 13, '2022-07-01'),
996;10;31;3;7;2019-10-16;(996, 10, 31, 3, 7, '2019-10-16'),
997;61;5;1;26;2019-12-05;(997, 61, 5, 1, 26, '2019-12-05'),
998;98;8;3;14;2019-04-30;(998, 98, 8, 3, 14, '2019-04-30'),
999;93;47;3;24;2020-01-07;(999, 93, 47, 3, 24, '2020-01-07'),
1000;72;32;1;12;2022-05-06;(1000, 72, 32, 1, 12, '2022-05-06'),
1001;41;8;3;24;2021-09-15;(1001, 41, 8, 3, 24, '2021-09-15'),
1002;55;28;2;3;2019-09-10;(1002, 55, 28, 2, 3, '2019-09-10'),
1003;53;26;1;20;2022-06-03;(1003, 53, 26, 1, 20, '2022-06-03'),
1004;53;42;1;22;2022-07-20;(1004, 53, 42, 1, 22, '2022-07-20'),
1005;30;13;3;25;2020-07-20;(1005, 30, 13, 3, 25, '2020-07-20'),
1006;50;34;3;21;2020-04-01;(1006, 50, 34, 3, 21, '2020-04-01'),
1007;8;19;1;8;2021-09-23;(1007, 8, 19, 1, 8, '2021-09-23'),
1008;59;18;1;4;2021-09-11;(1008, 59, 18, 1, 4, '2021-09-11'),
1009;70;49;3;6;2019-01-29;(1009, 70, 49, 3, 6, '2019-01-29'),
1010;74;34;1;19;2020-12-29;(1010, 74, 34, 1, 19, '2020-12-29'),
1011;87;39;3;5;2020-07-21;(1011, 87, 39, 3, 5, '2020-07-21'),
1012;90;38;3;13;2021-10-08;(1012, 90, 38, 3, 13, '2021-10-08'),
1013;14;27;2;27;2019-11-08;(1013, 14, 27, 2, 27, '2019-11-08'),
1014;4;41;3;23;2020-08-17;(1014, 4, 41, 3, 23, '2020-08-17'),
1015;72;22;3;29;2020-11-27;(1015, 72, 22, 3, 29, '2020-11-27'),
1016;3;18;1;19;2022-03-10;(1016, 3, 18, 1, 19, '2022-03-10'),
1017;23;17;2;20;2022-04-30;(1017, 23, 17, 2, 20, '2022-04-30'),
1018;94;12;3;17;2022-03-16;(1018, 94, 12, 3, 17, '2022-03-16'),
1019;81;42;2;8;2022-02-28;(1019, 81, 42, 2, 8, '2022-02-28'),
1020;82;47;1;13;2019-10-26;(1020, 82, 47, 1, 13, '2019-10-26'),
1021;67;43;3;8;2019-04-04;(1021, 67, 43, 3, 8, '2019-04-04'),
1022;30;29;2;24;2019-07-12;(1022, 30, 29, 2, 24, '2019-07-12'),
1023;97;19;3;24;2021-11-01;(1023, 97, 19, 3, 24, '2021-11-01'),
1024;98;4;3;21;2019-09-02;(1024, 98, 4, 3, 21, '2019-09-02'),
1025;49;6;1;9;2021-07-11;(1025, 49, 6, 1, 9, '2021-07-11'),
1026;27;17;2;3;2020-03-23;(1026, 27, 17, 2, 3, '2020-03-23'),
1027;48;13;2;11;2019-08-12;(1027, 48, 13, 2, 11, '2019-08-12'),
1028;19;5;3;2;2022-08-28;(1028, 19, 5, 3, 2, '2022-08-28'),
1029;15;17;1;27;2021-03-03;(1029, 15, 17, 1, 27, '2021-03-03'),
1030;35;43;1;14;2019-08-08;(1030, 35, 43, 1, 14, '2019-08-08'),
1031;6;7;1;23;2020-12-21;(1031, 6, 7, 1, 23, '2020-12-21'),
1032;83;27;1;8;2020-11-29;(1032, 83, 27, 1, 8, '2020-11-29'),
1033;4;44;2;30;2021-04-09;(1033, 4, 44, 2, 30, '2021-04-09'),
1034;94;11;3;7;2020-03-20;(1034, 94, 11, 3, 7, '2020-03-20'),
1035;66;24;3;30;2020-08-03;(1035, 66, 24, 3, 30, '2020-08-03'),
1036;68;49;3;12;2019-07-12;(1036, 68, 49, 3, 12, '2019-07-12'),
1037;7;43;3;16;2022-05-09;(1037, 7, 43, 3, 16, '2022-05-09'),
1038;55;17;1;4;2019-10-12;(1038, 55, 17, 1, 4, '2019-10-12'),
1039;44;19;2;18;2021-09-01;(1039, 44, 19, 2, 18, '2021-09-01'),
1040;10;9;2;8;2020-08-02;(1040, 10, 9, 2, 8, '2020-08-02'),
1041;82;2;2;23;2022-09-02;(1041, 82, 2, 2, 23, '2022-09-02'),
1042;21;40;1;24;2022-05-07;(1042, 21, 40, 1, 24, '2022-05-07'),
1043;1;2;1;7;2019-09-25;(1043, 1, 2, 1, 7, '2019-09-25'),
1044;90;25;3;20;2019-03-17;(1044, 90, 25, 3, 20, '2019-03-17'),
1045;23;47;1;18;2022-05-26;(1045, 23, 47, 1, 18, '2022-05-26'),
1046;56;36;3;25;2022-06-26;(1046, 56, 36, 3, 25, '2022-06-26'),
1047;40;39;1;28;2019-10-14;(1047, 40, 39, 1, 28, '2019-10-14'),
1048;71;36;2;7;2019-03-09;(1048, 71, 36, 2, 7, '2019-03-09'),
1049;22;28;1;26;2022-09-16;(1049, 22, 28, 1, 26, '2022-09-16'),
1050;88;2;2;27;2019-11-19;(1050, 88, 2, 2, 27, '2019-11-19'),
1051;13;40;1;11;2020-10-04;(1051, 13, 40, 1, 11, '2020-10-04'),
1052;22;1;2;4;2022-11-25;(1052, 22, 1, 2, 4, '2022-11-25'),
1053;89;13;2;3;2022-03-13;(1053, 89, 13, 2, 3, '2022-03-13'),
1054;75;25;2;7;2019-02-08;(1054, 75, 25, 2, 7, '2019-02-08'),
1055;57;13;2;18;2019-01-27;(1055, 57, 13, 2, 18, '2019-01-27'),
1056;25;29;2;22;2019-05-10;(1056, 25, 29, 2, 22, '2019-05-10'),
1057;4;16;2;12;2020-03-15;(1057, 4, 16, 2, 12, '2020-03-15'),
1058;53;3;2;19;2022-07-27;(1058, 53, 3, 2, 19, '2022-07-27'),
1059;8;50;3;2;2021-05-26;(1059, 8, 50, 3, 2, '2021-05-26'),
1060;27;28;1;25;2019-11-14;(1060, 27, 28, 1, 25, '2019-11-14'),
1061;40;14;2;24;2021-12-18;(1061, 40, 14, 2, 24, '2021-12-18'),
1062;15;18;3;6;2021-05-24;(1062, 15, 18, 3, 6, '2021-05-24'),
1063;49;40;3;7;2021-10-07;(1063, 49, 40, 3, 7, '2021-10-07'),
1064;66;40;2;11;2019-07-05;(1064, 66, 40, 2, 11, '2019-07-05'),
1065;80;46;2;14;2021-08-12;(1065, 80, 46, 2, 14, '2021-08-12'),
1066;56;33;3;3;2019-03-02;(1066, 56, 33, 3, 3, '2019-03-02'),
1067;3;6;3;5;2019-02-20;(1067, 3, 6, 3, 5, '2019-02-20'),
1068;10;31;3;4;2021-12-20;(1068, 10, 31, 3, 4, '2021-12-20'),
1069;30;4;2;17;2020-12-25;(1069, 30, 4, 2, 17, '2020-12-25'),
1070;15;15;2;3;2021-09-06;(1070, 15, 15, 2, 3, '2021-09-06'),
1071;81;6;2;9;2019-06-20;(1071, 81, 6, 2, 9, '2019-06-20'),
1072;88;25;3;24;2021-12-02;(1072, 88, 25, 3, 24, '2021-12-02'),
1073;28;34;2;26;2021-03-01;(1073, 28, 34, 2, 26, '2021-03-01'),
1074;55;28;3;30;2022-01-25;(1074, 55, 28, 3, 30, '2022-01-25'),
1075;79;6;1;1;2020-06-08;(1075, 79, 6, 1, 1, '2020-06-08'),
1076;76;43;1;18;2021-07-26;(1076, 76, 43, 1, 18, '2021-07-26'),
1077;10;2;3;4;2019-03-30;(1077, 10, 2, 3, 4, '2019-03-30'),
1078;43;12;3;5;2021-07-04;(1078, 43, 12, 3, 5, '2021-07-04'),
1079;89;25;3;14;2021-11-23;(1079, 89, 25, 3, 14, '2021-11-23'),
1080;84;41;2;7;2019-04-15;(1080, 84, 41, 2, 7, '2019-04-15'),
1081;12;14;3;5;2020-03-13;(1081, 12, 14, 3, 5, '2020-03-13'),
1082;44;37;1;18;2019-12-06;(1082, 44, 37, 1, 18, '2019-12-06'),
1083;78;25;3;3;2021-09-06;(1083, 78, 25, 3, 3, '2021-09-06'),
1084;5;12;3;2;2021-12-16;(1084, 5, 12, 3, 2, '2021-12-16'),
1085;52;38;1;11;2019-01-08;(1085, 52, 38, 1, 11, '2019-01-08'),
1086;3;23;1;29;2020-06-07;(1086, 3, 23, 1, 29, '2020-06-07'),
1087;38;20;3;11;2019-03-01;(1087, 38, 20, 3, 11, '2019-03-01'),
1088;11;17;3;18;2019-09-10;(1088, 11, 17, 3, 18, '2019-09-10'),
1089;80;26;3;27;2022-04-10;(1089, 80, 26, 3, 27, '2022-04-10'),
1090;63;35;3;11;2021-11-27;(1090, 63, 35, 3, 11, '2021-11-27'),
1091;17;36;3;29;2021-02-23;(1091, 17, 36, 3, 29, '2021-02-23'),
1092;31;14;1;7;2020-07-19;(1092, 31, 14, 1, 7, '2020-07-19'),
1093;85;2;2;1;2020-11-19;(1093, 85, 2, 2, 1, '2020-11-19'),
1094;69;35;3;12;2019-07-14;(1094, 69, 35, 3, 12, '2019-07-14'),
1095;58;29;3;13;2021-09-18;(1095, 58, 29, 3, 13, '2021-09-18'),
1096;20;33;3;18;2019-12-09;(1096, 20, 33, 3, 18, '2019-12-09'),
1097;7;31;3;1;2021-11-17;(1097, 7, 31, 3, 1, '2021-11-17'),
1098;4;27;2;6;2020-04-30;(1098, 4, 27, 2, 6, '2020-04-30'),
1099;52;47;2;2;2021-05-31;(1099, 52, 47, 2, 2, '2021-05-31'),
1100;72;16;2;16;2022-07-15;(1100, 72, 16, 2, 16, '2022-07-15'),
1101;79;21;1;30;2022-07-11;(1101, 79, 21, 1, 30, '2022-07-11'),
1102;35;24;2;1;2019-09-25;(1102, 35, 24, 2, 1, '2019-09-25'),
1103;26;15;3;8;2022-03-21;(1103, 26, 15, 3, 8, '2022-03-21'),
1104;39;30;2;11;2019-01-28;(1104, 39, 30, 2, 11, '2019-01-28'),
1105;98;32;2;23;2022-01-26;(1105, 98, 32, 2, 23, '2022-01-26'),
1106;45;19;1;14;2020-10-26;(1106, 45, 19, 1, 14, '2020-10-26'),
1107;12;35;2;27;2021-05-13;(1107, 12, 35, 2, 27, '2021-05-13'),
1108;33;11;2;23;2022-10-23;(1108, 33, 11, 2, 23, '2022-10-23'),
1109;41;35;1;8;2019-10-18;(1109, 41, 35, 1, 8, '2019-10-18'),
1110;87;17;3;24;2021-07-17;(1110, 87, 17, 3, 24, '2021-07-17'),
1111;71;50;1;16;2020-08-25;(1111, 71, 50, 1, 16, '2020-08-25'),
1112;85;46;3;12;2021-07-13;(1112, 85, 46, 3, 12, '2021-07-13'),
1113;27;36;3;8;2019-07-21;(1113, 27, 36, 3, 8, '2019-07-21'),
1114;68;21;3;18;2020-10-15;(1114, 68, 21, 3, 18, '2020-10-15'),
1115;80;50;1;14;2021-02-08;(1115, 80, 50, 1, 14, '2021-02-08'),
1116;6;10;3;21;2019-08-08;(1116, 6, 10, 3, 21, '2019-08-08'),
1117;93;5;1;26;2019-05-25;(1117, 93, 5, 1, 26, '2019-05-25'),
1118;6;23;1;12;2020-08-31;(1118, 6, 23, 1, 12, '2020-08-31'),
1119;87;33;3;6;2022-11-04;(1119, 87, 33, 3, 6, '2022-11-04'),
1120;1;2;1;30;2021-12-23;(1120, 1, 2, 1, 30, '2021-12-23'),
1121;86;23;2;6;2019-03-06;(1121, 86, 23, 2, 6, '2019-03-06'),
1122;68;20;2;17;2022-03-23;(1122, 68, 20, 2, 17, '2022-03-23'),
1123;80;37;3;6;2019-04-15;(1123, 80, 37, 3, 6, '2019-04-15'),
1124;24;1;2;5;2021-11-19;(1124, 24, 1, 2, 5, '2021-11-19'),
1125;33;29;3;30;2021-11-09;(1125, 33, 29, 3, 30, '2021-11-09'),
1126;77;40;3;25;2022-06-22;(1126, 77, 40, 3, 25, '2022-06-22'),
1127;39;50;1;29;2020-09-08;(1127, 39, 50, 1, 29, '2020-09-08'),
1128;30;20;2;4;2020-08-14;(1128, 30, 20, 2, 4, '2020-08-14'),
1129;25;3;2;15;2019-06-20;(1129, 25, 3, 2, 15, '2019-06-20'),
1130;73;40;1;16;2021-10-09;(1130, 73, 40, 1, 16, '2021-10-09'),
1131;94;32;2;11;2021-01-27;(1131, 94, 32, 2, 11, '2021-01-27'),
1132;76;27;1;2;2021-06-02;(1132, 76, 27, 1, 2, '2021-06-02'),
1133;38;38;3;16;2020-04-11;(1133, 38, 38, 3, 16, '2020-04-11'),
1134;72;41;1;9;2020-11-17;(1134, 72, 41, 1, 9, '2020-11-17'),
1135;78;29;3;27;2021-11-20;(1135, 78, 29, 3, 27, '2021-11-20'),
1136;79;41;2;16;2022-11-16;(1136, 79, 41, 2, 16, '2022-11-16'),
1137;46;25;1;19;2019-12-16;(1137, 46, 25, 1, 19, '2019-12-16'),
1138;11;14;3;19;2019-08-08;(1138, 11, 14, 3, 19, '2019-08-08'),
1139;47;14;2;1;2020-04-24;(1139, 47, 14, 2, 1, '2020-04-24'),
1140;79;10;3;3;2019-01-08;(1140, 79, 10, 3, 3, '2019-01-08'),
1141;92;8;3;21;2019-07-15;(1141, 92, 8, 3, 21, '2019-07-15'),
1142;86;16;3;4;2020-05-25;(1142, 86, 16, 3, 4, '2020-05-25'),
1143;7;40;1;21;2019-07-06;(1143, 7, 40, 1, 21, '2019-07-06'),
1144;38;37;3;27;2019-02-06;(1144, 38, 37, 3, 27, '2019-02-06'),
1145;55;4;3;20;2020-07-12;(1145, 55, 4, 3, 20, '2020-07-12'),
1146;29;15;2;21;2019-09-29;(1146, 29, 15, 2, 21, '2019-09-29'),
1147;36;47;2;17;2021-11-14;(1147, 36, 47, 2, 17, '2021-11-14'),
1148;55;2;1;14;2020-05-09;(1148, 55, 2, 1, 14, '2020-05-09'),
1149;33;8;2;29;2021-01-03;(1149, 33, 8, 2, 29, '2021-01-03'),
1150;36;4;3;15;2020-08-13;(1150, 36, 4, 3, 15, '2020-08-13'),
1151;18;29;3;30;2021-02-13;(1151, 18, 29, 3, 30, '2021-02-13'),
1152;49;46;3;5;2020-01-18;(1152, 49, 46, 3, 5, '2020-01-18'),
1153;16;20;3;12;2021-01-01;(1153, 16, 20, 3, 12, '2021-01-01'),
1154;14;44;2;28;2020-05-22;(1154, 14, 44, 2, 28, '2020-05-22'),
1155;62;31;3;6;2021-12-15;(1155, 62, 31, 3, 6, '2021-12-15'),
1156;17;19;1;3;2020-05-08;(1156, 17, 19, 1, 3, '2020-05-08'),
1157;2;29;1;8;2021-11-17;(1157, 2, 29, 1, 8, '2021-11-17'),
1158;71;19;3;20;2021-01-10;(1158, 71, 19, 3, 20, '2021-01-10'),
1159;68;40;2;25;2020-04-12;(1159, 68, 40, 2, 25, '2020-04-12'),
1160;51;9;2;7;2019-10-03;(1160, 51, 9, 2, 7, '2019-10-03'),
1161;41;48;1;15;2021-03-12;(1161, 41, 48, 1, 15, '2021-03-12'),
1162;66;12;2;4;2022-03-19;(1162, 66, 12, 2, 4, '2022-03-19'),
1163;57;50;3;17;2022-05-23;(1163, 57, 50, 3, 17, '2022-05-23'),
1164;34;44;1;30;2020-05-30;(1164, 34, 44, 1, 30, '2020-05-30'),
1165;76;36;1;29;2022-08-30;(1165, 76, 36, 1, 29, '2022-08-30'),
1166;35;21;1;21;2021-06-12;(1166, 35, 21, 1, 21, '2021-06-12'),
1167;96;8;1;20;2020-07-03;(1167, 96, 8, 1, 20, '2020-07-03'),
1168;23;13;1;18;2021-04-13;(1168, 23, 13, 1, 18, '2021-04-13'),
1169;80;10;3;4;2019-03-26;(1169, 80, 10, 3, 4, '2019-03-26'),
1170;53;32;2;27;2020-12-30;(1170, 53, 32, 2, 27, '2020-12-30'),
1171;81;26;2;13;2022-10-02;(1171, 81, 26, 2, 13, '2022-10-02'),
1172;96;9;3;3;2019-02-13;(1172, 96, 9, 3, 3, '2019-02-13'),
1173;19;49;3;20;2020-10-18;(1173, 19, 49, 3, 20, '2020-10-18'),
1174;94;38;1;9;2019-12-27;(1174, 94, 38, 1, 9, '2019-12-27'),
1175;24;28;3;24;2020-12-17;(1175, 24, 28, 3, 24, '2020-12-17'),
1176;49;11;3;18;2020-06-15;(1176, 49, 11, 3, 18, '2020-06-15'),
1177;61;48;1;25;2019-06-11;(1177, 61, 48, 1, 25, '2019-06-11'),
1178;6;30;2;2;2022-09-27;(1178, 6, 30, 2, 2, '2022-09-27'),
1179;8;17;1;1;2021-06-01;(1179, 8, 17, 1, 1, '2021-06-01'),
1180;34;37;1;15;2022-09-24;(1180, 34, 37, 1, 15, '2022-09-24'),
1181;47;20;3;6;2019-06-04;(1181, 47, 20, 3, 6, '2019-06-04'),
1182;97;26;2;18;2019-01-14;(1182, 97, 26, 2, 18, '2019-01-14'),
1183;98;40;2;27;2019-07-21;(1183, 98, 40, 2, 27, '2019-07-21'),
1184;29;29;1;29;2022-07-24;(1184, 29, 29, 1, 29, '2022-07-24'),
1185;66;32;2;21;2021-03-27;(1185, 66, 32, 2, 21, '2021-03-27'),
1186;24;33;1;18;2021-01-30;(1186, 24, 33, 1, 18, '2021-01-30'),
1187;34;12;2;5;2020-11-26;(1187, 34, 12, 2, 5, '2020-11-26'),
1188;70;15;1;30;2020-04-05;(1188, 70, 15, 1, 30, '2020-04-05'),
1189;96;47;2;24;2022-07-04;(1189, 96, 47, 2, 24, '2022-07-04'),
1190;68;45;1;4;2021-10-24;(1190, 68, 45, 1, 4, '2021-10-24'),
1191;19;3;1;29;2021-04-01;(1191, 19, 3, 1, 29, '2021-04-01'),
1192;9;47;1;25;2021-05-24;(1192, 9, 47, 1, 25, '2021-05-24'),
1193;47;9;1;21;2022-02-23;(1193, 47, 9, 1, 21, '2022-02-23'),
1194;75;30;2;26;2021-08-20;(1194, 75, 30, 2, 26, '2021-08-20'),
